id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4186,8.2,0.45,0.36,1.6,0.067,5.0,19.0,0.99576,3.27,0.6,9.5,6.0
4187,7.1,0.5,0.04,2.65,0.078,14.0,32.0,0.99652,3.18,0.53,12.3,6.0
4188,8.1,0.47,0.29,2.5,0.084,24.0,96.0,0.9978,3.3,0.69,9.8,5.0
4189,7.1,0.34,0.31,2.5,0.074,9.0,24.0,0.99702,3.37,0.59,9.5,6.0
4190,8.5,0.4,0.31,1.9,0.079,27.0,65.0,0.9988,3.22,0.62,9.5,5.0
4191,7.0,0.59,0.14,1.9,0.079,14.0,26.0,0.99472,3.31,0.57,11.2,7.0
4192,6.8,0.35,0.24,1.7,0.078,26.0,53.0,0.99655,3.39,0.62,11.3,6.0
4193,8.9,0.43,0.24,2.2,0.088,14.0,42.0,0.99628,3.27,0.6,11.8,7.0
4194,6.9,0.63,0.0,2.7,0.074,12.0,37.0,0.9968,3.51,0.72,11.9,7.0
4195,9.1,0.43,0.32,2.2,0.07,31.0,145.0,0.99745,3.3,0.65,10.2,6.0
4196,6.2,0.56,0.06,2.4,0.06,15.0,54.0,0.99508,3.3,0.56,10.0,7.0
4197,8.9,0.38,0.53,2.3,0.063,10.0,28.0,0.9976,3.21,0.62,10.0,5.0
4198,7.8,0.59,0.14,1.8,0.0969999999999999,6.0,18.0,0.9994,3.28,0.54,9.3,6.0
4199,8.5,0.41,0.31,2.1,0.084,18.0,28.0,0.9955,3.04,0.49,9.8,6.0
4200,7.1,0.46,0.21,1.8,0.074,17.0,34.0,0.9959,3.16,0.47,10.0,6.0
4201,7.3,0.58,0.09,2.0,0.084,9.0,20.0,0.9982,3.16,0.58,10.6,6.0
4202,6.0,0.61,0.0,2.5,0.073,16.0,24.0,0.99774,3.48,0.76,12.0,7.0
4203,7.8,0.65,0.03,2.6,0.071,7.0,15.0,0.9991,3.08,0.52,10.8,6.0
4204,7.0,0.6,0.28,2.2,0.066,32.0,77.0,0.9994,3.31,0.59,9.8,6.0
4205,7.9,0.52,0.02,2.2,0.042,28.0,72.0,0.9967,3.38,0.59,10.5,6.0
4206,11.5,0.28,0.66,2.6,0.047,9.0,32.0,0.9991,3.14,0.82,11.1,6.0
4207,11.6,0.46,0.68,2.4,0.066,27.0,46.0,0.9994,3.05,0.76,11.4,7.0
4208,7.8,0.5,0.2,2.1,0.08,9.0,18.0,0.99494,3.34,0.54,9.2,4.0
4209,7.5,0.39,0.26,2.3,0.081,6.0,16.0,0.9976,3.36,0.85,9.2,6.0
4210,7.6,0.645,0.0,1.7,0.093,4.0,10.0,0.99652,3.49,0.68,10.0,6.0
4211,7.7,0.78,0.03,2.0,0.118,2.0,28.0,0.99615,3.24,0.73,9.7,5.0
4212,7.6,0.55,0.07,1.9,0.062,9.0,20.0,0.99656,3.39,0.56,9.8,6.0
4213,7.9,0.47,0.25,2.1,0.0579999999999999,16.0,36.0,0.996,3.35,0.5,10.7,6.0
4214,8.6,0.42,0.39,2.4,0.087,6.0,19.0,0.9982,3.09,0.51,9.9,5.0
4215,8.9,0.58,0.22,2.6,0.0819999999999999,10.0,49.0,0.9976,3.29,0.56,9.3,5.0
4216,8.0,0.4,0.24,2.0,0.07,10.0,43.0,0.99588,3.39,0.57,12.9,4.0
4217,9.8,0.24,0.49,2.1,0.077,27.0,44.0,0.9984,3.2,0.59,9.4,5.0
4218,8.8,0.45,0.28,1.8,0.079,23.0,84.0,0.99652,3.3,0.62,9.9,5.0
4219,7.4,0.57,0.12,2.7,0.071,27.0,59.0,0.9964,3.39,0.58,9.9,5.0
4220,6.9,0.62,0.07,1.8,0.067,12.0,27.0,0.99362,3.48,0.75,11.1,5.0
4221,8.3,0.48,0.28,2.8,0.073,6.0,19.0,0.99608,3.45,0.67,10.5,5.0
4222,7.0,0.65,0.02,2.4,0.077,17.0,40.0,0.99788,3.41,0.64,10.1,7.0
4223,7.0,0.59,0.0,1.6,0.076,5.0,27.0,0.9976,3.41,0.54,9.3,6.0
4224,6.6,0.4,0.0,1.8,0.08,15.0,38.0,0.99538,3.27,0.61,12.4,8.0
4225,7.3,0.43,0.2,1.9,0.075,32.0,51.0,0.99534,3.43,0.6,9.5,5.0
4226,10.3,0.31,0.49,2.8,0.074,21.0,61.0,0.9984,3.32,0.7,9.0,5.0
4227,12.3,0.39,0.49,2.3,0.09,18.0,35.0,1.0002,3.38,0.62,10.8,6.0
4228,6.9,0.46,0.21,1.6,0.079,9.0,21.0,0.99724,3.58,0.75,10.7,6.0
4229,6.7,0.57,0.02,1.6,0.071,12.0,31.0,0.99572,3.39,0.53,9.8,5.0
4230,7.0,0.865,0.03,1.6,0.077,9.0,38.0,0.9976,3.39,0.63,9.5,7.0
4231,6.0,0.56,0.02,1.7,0.157,19.0,50.0,0.9968,3.69,0.62,9.3,5.0
4232,9.8,0.29,0.49,2.1,0.092,7.0,18.0,0.9976,3.22,0.64,10.4,6.0
4233,9.9,0.6,0.21,2.2,0.095,29.0,47.0,0.9974,3.38,0.52,10.1,5.0
4234,5.3,0.65,0.0,2.1,0.068,10.0,21.0,0.9966,3.51,0.64,10.5,6.0
4235,6.1,0.56,0.0,2.5,0.059,15.0,31.0,0.9946,3.44,0.58,11.7,5.0
4236,10.0,0.48,0.48,2.0,0.078,17.0,31.0,0.9987,3.25,0.82,9.5,5.0
4237,8.2,0.58,0.0,2.1,0.077,6.0,14.0,0.9978,3.36,0.58,9.7,5.0
4238,9.0,0.39,0.41,2.3,0.077,13.0,50.0,0.9988,3.27,0.65,11.3,5.0
4239,7.2,0.34,0.47,1.7,0.052,3.0,10.0,0.9962,3.36,0.64,9.4,5.0
4240,7.9,0.685,0.0,2.0,0.075,5.0,15.0,0.997,3.39,0.54,11.3,7.0
4241,9.1,0.51,0.15,1.9,0.086,6.0,10.0,0.9958,3.44,0.59,9.4,7.0
4242,6.3,0.835,0.04,2.6,0.085,15.0,37.0,0.99622,3.1,0.7,10.1,5.0
4243,9.6,0.645,0.3,1.7,0.076,28.0,131.0,0.9974,3.27,0.62,9.4,6.0
4244,7.3,0.61,0.0,1.9,0.077,19.0,49.0,0.99672,3.35,0.69,9.5,6.0
4245,8.2,0.36,0.34,2.5,0.078,8.0,19.0,0.99622,3.23,0.6,10.5,5.0
4246,7.9,0.69,0.0,1.8,0.0819999999999999,8.0,23.0,0.9973,3.42,0.6,9.4,5.0
4247,11.2,0.67,0.24,2.6,0.063,6.0,9.0,0.9987,3.14,0.52,10.2,6.0
4248,7.0,0.59,0.07,2.4,0.118,8.0,90.0,0.9988,3.27,0.62,9.6,6.0
4249,9.1,0.51,0.15,2.0,0.086,29.0,60.0,0.9966,3.21,0.6,9.8,5.0
4250,7.2,0.32,0.39,1.8,0.068,5.0,20.0,0.99586,3.31,0.66,9.4,5.0
4251,9.2,0.53,0.21,2.0,0.05,5.0,27.0,0.9978,3.1,0.75,11.3,7.0
4252,7.2,0.74,0.01,2.0,0.079,11.0,44.0,0.9974,3.44,0.54,9.9,5.0
4253,8.4,0.43,0.44,1.7,0.086,25.0,66.0,0.9988,3.24,0.78,9.5,6.0
4254,10.0,0.38,0.39,1.8,0.069,6.0,27.0,0.9968,3.44,0.72,10.0,5.0
4255,8.7,0.38,0.39,2.0,0.084,6.0,24.0,0.998,3.22,0.56,10.2,5.0
4256,7.7,0.69,0.01,2.4,0.077,12.0,20.0,0.9964,3.26,0.56,9.8,5.0
4257,8.3,0.43,0.39,2.1,0.08,7.0,20.0,0.99688,3.2,0.64,9.5,6.0
4258,8.0,0.5,0.29,2.2,0.071,5.0,11.0,0.9982,3.41,0.58,9.2,6.0
4259,7.7,0.48,0.4,1.7,0.077,10.0,47.0,0.99652,3.24,0.62,10.1,6.0
4260,11.6,0.29,0.49,2.0,0.077,9.0,32.0,0.99656,3.3,0.66,10.1,6.0
4261,7.4,0.59,0.01,2.2,0.07,10.0,29.0,0.99572,3.43,0.6,11.5,5.0
4262,9.0,0.44,0.45,2.4,0.073,36.0,71.0,0.9994,3.32,0.44,9.5,6.0
4263,8.3,0.5,0.22,2.5,0.086,18.0,62.0,0.9976,3.3,0.56,9.2,6.0
4264,6.8,0.56,0.23,2.2,0.068,7.0,31.0,0.9991,3.44,0.62,9.7,5.0
4265,7.3,0.46,0.2,1.6,0.094,26.0,58.0,0.99708,3.48,0.58,9.5,6.0
4266,7.5,0.61,0.28,2.1,0.08,17.0,91.0,0.9955,3.27,0.62,9.2,5.0
4267,8.8,0.47,0.4,2.6,0.078,6.0,16.0,0.9987,3.21,0.63,10.8,5.0
4268,6.1,0.74,0.0,3.4,0.061,13.0,28.0,0.99668,3.56,0.73,10.2,6.0
4269,10.2,0.32,0.51,2.2,0.093,6.0,14.0,0.9988,3.23,0.59,11.2,7.0
4270,9.0,0.57,0.21,1.7,0.067,14.0,37.0,0.9994,3.27,0.76,10.9,6.0
4271,7.4,0.27,0.24,1.9,0.067,16.0,49.0,0.9972,3.39,0.51,9.8,5.0
4272,6.7,0.685,0.08,2.2,0.098,18.0,50.0,0.9988,3.41,0.55,10.0,5.0
4273,6.3,0.69,0.0,1.9,0.066,32.0,59.0,0.9948,3.34,0.84,12.5,7.0
4274,7.8,0.39,0.25,1.4,0.077,12.0,31.0,0.99656,3.15,0.57,9.5,5.0
4275,7.8,0.61,0.13,2.4,0.076,6.0,23.0,0.9996,3.1,0.59,9.2,5.0
4276,8.1,0.58,0.21,1.8,0.081,7.0,28.0,0.9948,3.2,0.57,10.4,7.0
4277,7.8,0.51,0.21,2.1,0.098,6.0,16.0,0.9964,3.37,0.54,9.4,5.0
4278,7.2,0.52,0.32,2.1,0.078,24.0,58.0,0.99739,3.39,0.67,10.7,6.0
4279,15.4,0.35,0.66,2.0,0.098,5.0,13.0,1.00015,3.01,0.54,10.3,5.0
4280,6.8,0.56,0.18,2.0,0.062,8.0,22.0,0.9988,3.41,0.56,11.5,6.0
4281,9.0,0.33,0.36,1.7,0.0579999999999999,5.0,14.0,0.9982,3.25,0.59,11.5,7.0
4282,7.0,0.24,0.24,2.5,0.073,6.0,15.0,0.99656,3.35,0.84,9.4,5.0
4283,7.3,0.59,0.06,2.5,0.075,5.0,14.0,0.9982,3.29,0.73,9.0,5.0
4284,6.3,0.69,0.0,1.9,0.068,19.0,44.0,0.99616,3.44,0.57,9.1,5.0
4285,9.0,0.5,0.14,2.4,0.081,6.0,14.0,0.9965,3.15,0.56,10.2,6.0
4286,6.9,0.59,0.01,2.2,0.081,7.0,28.0,0.9963,3.39,0.49,9.6,5.0
4287,7.3,0.835,0.03,2.3,0.076,12.0,66.0,0.9962,3.09,0.73,11.2,6.0
4288,9.0,0.27,0.31,1.4,0.074,12.0,47.0,0.9964,3.31,0.59,9.5,5.0
4289,7.8,0.41,0.24,2.1,0.072,6.0,24.0,0.99552,3.18,0.82,11.5,8.0
4290,12.5,0.42,0.55,1.3,0.065,13.0,35.0,0.998,3.2,0.54,11.5,7.0
4291,7.8,0.52,0.21,1.8,0.084,15.0,28.0,0.99562,3.26,0.64,9.2,5.0
4292,6.6,0.59,0.09,2.0,0.076,16.0,40.0,0.99488,3.35,0.65,11.0,6.0
4293,7.4,0.46,0.24,2.0,0.092,19.0,44.0,0.99592,3.22,0.63,11.9,7.0
4294,7.0,0.49,0.0,2.3,0.0969999999999999,15.0,33.0,0.997,3.41,0.74,9.8,6.0
4295,9.2,0.41,0.45,2.3,0.07,5.0,19.0,0.9987,3.3,0.68,11.1,7.0
4296,7.6,0.39,0.3,1.7,0.111,5.0,15.0,0.99489,3.41,0.71,10.4,7.0
4297,8.9,0.44,0.2,1.4,0.08,9.0,27.0,0.99562,3.21,0.59,9.5,5.0
4298,11.9,0.39,0.54,1.7,0.104,18.0,69.0,0.9985,3.37,0.59,9.9,6.0
4299,8.4,0.53,0.24,2.4,0.074,9.0,22.0,0.9946,3.32,0.58,12.1,7.0
4300,7.0,0.49,0.02,1.8,0.061,6.0,20.0,0.9983,3.47,0.56,9.1,5.0
4301,8.4,0.38,0.31,2.0,0.0819999999999999,32.0,48.0,0.99702,3.07,0.76,12.3,6.0
4302,7.0,0.39,0.32,3.0,0.0819999999999999,4.0,12.0,0.9972,3.15,0.64,9.4,6.0
4303,7.4,0.63,0.0,2.1,0.07,8.0,24.0,0.99603,3.54,0.55,9.7,5.0
4304,7.4,0.3,0.36,1.8,0.114,29.0,63.0,0.9964,3.3,0.58,9.4,5.0
4305,9.1,0.34,0.46,2.6,0.086,10.0,27.0,0.9962,3.29,0.92,11.1,5.0
4306,11.4,0.59,0.49,2.0,0.0969999999999999,5.0,14.0,0.9988,3.04,0.65,10.0,7.0
4307,6.7,0.46,0.0,1.7,0.08,21.0,46.0,0.99458,3.51,0.54,9.5,5.0
4308,9.3,0.51,0.28,2.7,0.074,35.0,141.0,0.9956,3.22,0.53,9.5,5.0
4309,6.7,0.5,0.02,1.7,0.077,21.0,44.0,0.9971,3.38,0.6,9.9,5.0
4310,5.0,0.62,0.0,2.2,0.0819999999999999,7.0,38.0,0.9982,3.48,0.61,11.1,6.0
4311,6.8,0.6,0.0,2.1,0.076,15.0,42.0,0.9968,3.38,0.72,9.5,6.0
4312,13.6,0.24,0.49,1.9,0.075,9.0,20.0,1.0014,3.39,0.55,10.7,6.0
4313,9.2,0.36,0.36,2.2,0.077,6.0,20.0,0.9994,3.19,0.6,9.2,5.0
4314,7.8,0.56,0.21,2.1,0.068,17.0,49.0,0.9955,3.12,1.17,9.8,5.0
4315,8.9,0.645,0.49,2.6,0.086,5.0,11.0,0.99584,3.19,0.69,9.4,5.0
4316,8.5,0.56,0.25,1.8,0.09,5.0,12.0,0.9972,3.3,0.61,11.0,6.0
4317,8.8,0.41,0.42,2.0,0.11,25.0,43.0,0.9956,3.4,0.82,11.3,7.0
4318,7.7,0.53,0.14,1.8,0.1009999999999999,7.0,20.0,0.99652,3.35,0.58,11.4,7.0
4319,7.9,0.58,0.03,3.0,0.074,8.0,18.0,0.99552,3.36,0.47,9.11,5.0
4320,10.0,0.64,0.21,2.1,0.068,11.0,24.0,0.9966,3.37,0.57,11.9,7.0
4321,9.7,0.65,0.21,2.6,0.077,19.0,104.0,0.9966,3.45,0.65,9.5,5.0
4322,9.3,0.34,0.43,1.9,0.11,7.0,49.0,0.99786,3.38,0.77,9.3,5.0
4323,10.7,0.29,0.49,2.7,0.087,5.0,14.0,0.9982,3.16,0.64,10.7,5.0
4324,7.4,0.67,0.02,2.0,0.077,14.0,31.0,0.99448,3.41,0.52,11.1,6.0
4325,7.1,0.5,0.49,1.9,0.08,15.0,59.0,0.99718,3.36,0.76,10.1,6.0
4326,9.9,0.24,0.39,6.2,0.084,15.0,38.0,0.9961,3.26,0.85,10.9,6.0
4327,7.1,0.48,0.02,2.2,0.079,6.0,22.0,0.9976,3.55,0.58,10.2,5.0
4328,6.6,0.65,0.0,2.4,0.0579999999999999,12.0,38.0,0.9964,3.41,0.6,12.5,7.0
4329,10.0,0.59,0.42,2.5,0.0969999999999999,12.0,28.0,0.9964,3.3,0.63,11.0,7.0
4330,8.3,0.39,0.31,2.2,0.08,24.0,66.0,0.99605,3.31,0.51,9.8,6.0
4331,7.2,0.43,0.04,2.1,0.077,34.0,53.0,0.99734,3.42,0.6,9.3,4.0
4332,9.0,0.45,0.54,2.0,0.08,14.0,42.0,0.99672,3.16,0.61,11.0,6.0
4333,7.8,0.69,0.0,1.8,0.05,16.0,72.0,0.9973,3.45,0.56,9.6,5.0
4334,9.3,0.42,0.17,2.1,0.065,13.0,34.0,0.9994,3.48,0.68,12.7,6.0
4335,7.9,0.675,0.02,2.3,0.079,5.0,21.0,0.9966,3.41,0.6,9.9,6.0
4336,7.4,0.67,0.02,2.0,0.071,17.0,88.0,0.9971,3.47,0.62,9.9,5.0
4337,6.9,0.43,0.21,2.1,0.0559999999999999,5.0,15.0,0.9958,3.43,0.6,10.4,5.0
4338,6.4,0.64,0.0,1.8,0.073,11.0,18.0,0.99728,3.54,0.64,9.5,5.0
4339,8.1,0.68,0.22,2.2,0.074,7.0,17.0,0.9976,3.28,0.69,9.4,6.0
4340,10.0,0.42,0.29,2.4,0.0819999999999999,13.0,38.0,0.9964,3.22,0.67,10.8,5.0
4341,7.7,0.46,0.1,1.8,0.048,25.0,44.0,0.9959,3.29,0.6,11.2,7.0
4342,10.0,0.42,0.48,2.8,0.098,14.0,32.0,0.99702,3.36,0.73,12.4,7.0
4343,7.0,0.36,0.26,2.1,0.076,15.0,35.0,0.9958,3.31,0.66,9.5,5.0
4344,7.5,0.53,0.24,2.0,0.0819999999999999,43.0,53.0,0.9972,3.17,0.49,11.4,7.0
4345,8.2,0.41,0.42,1.8,0.068,12.0,65.0,0.9991,3.36,0.79,9.5,6.0
4346,8.9,0.64,0.19,2.4,0.077,18.0,61.0,0.9956,3.26,0.54,9.4,6.0
4347,9.6,0.715,0.01,1.9,0.07,12.0,25.0,0.99538,3.28,0.54,11.8,6.0
4348,8.5,0.49,0.12,2.6,0.0819999999999999,7.0,18.0,0.99524,3.38,0.67,9.2,6.0
4349,7.7,0.715,0.0,2.3,0.071,12.0,54.0,0.9968,3.34,0.63,10.1,7.0
4350,12.7,0.36,0.46,2.1,0.076,5.0,24.0,0.9988,3.26,0.62,10.0,6.0
4351,7.7,0.36,0.32,2.0,0.0969999999999999,21.0,92.0,0.9994,3.23,0.58,9.4,5.0
4352,10.3,0.62,0.12,2.0,0.081,6.0,18.0,0.9955,3.14,0.57,10.1,6.0
4353,8.5,0.39,0.24,2.4,0.074,21.0,62.0,0.99672,3.28,0.48,10.0,7.0
4354,7.8,0.56,0.14,1.9,0.073,17.0,33.0,0.9958,3.27,0.51,9.3,5.0
4355,8.3,0.6,0.17,2.1,0.078,6.0,15.0,0.99735,3.37,0.58,9.7,6.0
4356,8.0,0.64,0.05,2.8,0.091,6.0,15.0,0.9981,3.24,0.74,11.2,7.0
4357,7.2,0.65,0.04,1.7,0.078,16.0,42.0,0.99575,3.28,0.6,10.2,5.0
4358,7.8,0.47,0.23,2.4,0.074,6.0,12.0,0.99615,3.42,0.55,11.2,5.0
4359,6.9,0.6,0.0,2.4,0.072,29.0,42.0,0.9973,3.51,0.57,9.8,5.0
4360,7.9,0.36,0.42,2.1,0.078,19.0,42.0,0.9948,3.36,0.86,10.7,5.0
4361,11.6,0.18,0.42,4.1,0.075,7.0,17.0,0.9976,3.34,0.73,9.5,6.0
4362,9.1,0.44,0.31,1.9,0.071,10.0,31.0,0.9972,3.39,0.66,9.5,6.0
4363,8.7,0.43,0.18,2.3,0.07,6.0,16.0,0.9964,3.27,0.71,9.5,5.0
4364,9.0,0.42,0.32,2.2,0.081,5.0,15.0,0.99572,3.47,0.66,14.0,7.0
4365,7.0,0.69,0.11,2.1,0.074,36.0,51.0,0.9973,3.32,0.59,11.3,6.0
4366,7.4,0.69,0.0,2.0,0.08,4.0,14.0,0.9988,3.29,0.56,9.0,5.0
4367,9.1,0.55,0.42,1.9,0.078,3.0,14.0,0.99627,3.31,0.55,10.8,5.0
4368,6.8,0.885,0.0,1.9,0.069,17.0,91.0,0.9982,3.39,0.54,9.5,7.0
4369,8.8,0.7,0.25,1.9,0.086,19.0,40.0,0.9974,3.35,0.52,9.5,5.0
4370,8.8,0.53,0.18,1.8,0.0819999999999999,6.0,11.0,0.9967,3.26,0.58,9.6,5.0
4371,6.8,0.68,0.02,1.8,0.076,7.0,16.0,0.99534,3.36,0.58,10.5,5.0
4372,7.1,0.54,0.14,2.2,0.078,10.0,22.0,0.9988,3.35,0.61,9.4,5.0
4373,8.8,0.43,0.34,2.3,0.099,19.0,53.0,0.9994,3.27,0.68,10.2,5.0
4374,8.4,0.7,0.0,2.2,0.079,6.0,14.0,0.9984,3.2,0.62,11.0,7.0
4375,10.2,0.6,0.24,2.0,0.071,5.0,14.0,0.9964,3.19,0.54,9.3,5.0
4376,7.8,0.49,0.2,1.7,0.071,6.0,15.0,0.9972,3.35,0.55,9.8,6.0
4377,7.8,0.61,0.2,2.6,0.069,7.0,24.0,0.9996,3.31,0.77,13.566666666666698,7.0
4378,9.6,0.33,0.39,2.5,0.094,15.0,58.0,0.9972,3.28,0.82,9.8,6.0
4379,6.6,0.59,0.15,2.1,0.066,16.0,54.0,0.99668,3.52,0.67,9.5,5.0
4380,7.1,0.67,0.0,2.2,0.072,9.0,28.0,0.998,3.36,0.56,10.4,6.0
4381,6.6,0.6,0.03,2.4,0.076,8.0,18.0,0.9978,3.5,0.62,10.3,6.0
4382,7.0,0.5,0.0,2.1,0.083,3.0,10.0,0.9963,3.54,0.6,9.5,5.0
4383,9.6,0.6,0.0,2.0,0.098,6.0,24.0,0.9978,3.51,0.54,9.9,5.0
4384,10.6,0.42,0.49,2.0,0.073,5.0,27.0,0.99624,3.34,0.81,10.5,5.0
4385,8.6,0.61,0.09,2.3,0.0819999999999999,29.0,65.0,0.99504,3.42,0.59,9.8,5.0
4386,6.8,0.36,0.3,1.9,0.079,16.0,44.0,0.99534,3.28,0.58,12.9,6.0
4387,9.1,0.56,0.23,1.8,0.074,35.0,60.0,0.9984,3.31,0.54,9.5,5.0
4388,7.5,0.49,0.07,2.3,0.078,18.0,28.0,0.99642,3.39,0.64,9.25,6.0
4389,15.9,0.28,0.55,2.0,0.078,6.0,16.0,1.00315,3.22,0.82,10.8,6.0
4390,11.5,0.24,0.49,2.2,0.066,4.0,19.0,1.00242,3.15,0.77,9.5,5.0
4391,13.5,0.42,0.49,4.65,0.079,9.0,17.0,1.0004,3.28,0.63,10.9,5.0
4392,9.1,0.39,0.57,2.3,0.092,3.0,8.0,0.9986,3.2,0.77,11.4,6.0
4393,9.9,0.76,0.22,2.2,0.077,12.0,41.0,0.9963,3.34,0.48,11.3,6.0
4394,12.2,0.38,0.39,2.0,0.078,10.0,25.0,0.99656,3.26,0.61,10.5,7.0
4395,7.8,0.39,0.43,1.8,0.071,5.0,31.0,0.99613,3.38,0.49,9.8,5.0
4396,6.8,0.38,0.08,2.1,0.065,13.0,21.0,0.9986,3.32,0.89,9.7,6.0
4397,10.4,0.41,0.55,2.0,0.084,3.0,8.0,0.9976,3.18,0.66,10.0,6.0
4398,8.9,0.67,0.0,1.6,0.072,5.0,28.0,0.998,3.29,0.65,9.8,5.0
4399,7.2,0.37,0.54,2.5,0.092,18.0,24.0,0.998,3.32,0.58,11.8,7.0
4400,8.0,0.31,0.22,2.7,0.088,14.0,65.0,0.9964,3.32,0.48,9.5,6.0
4401,11.2,0.39,0.49,2.6,0.05,17.0,30.0,0.9978,3.31,0.79,10.7,6.0
4402,8.4,0.41,0.21,2.1,0.08,12.0,31.0,0.9956,3.27,0.57,9.9,6.0
4403,7.0,0.54,0.18,2.2,0.074,36.0,121.0,0.9976,3.39,0.57,9.5,5.0
4404,8.9,0.43,0.36,2.9,0.0819999999999999,12.0,20.0,0.9978,3.12,0.73,9.5,6.0
4405,10.5,0.33,0.53,1.8,0.0819999999999999,5.0,11.0,0.9976,3.19,0.63,9.5,5.0
4406,7.2,0.69,0.0,1.5,0.071,6.0,15.0,0.99444,3.47,0.4,9.5,5.0
4407,10.3,0.45,0.23,2.2,0.071,5.0,10.0,0.9972,3.38,0.57,11.0,8.0
4408,10.3,0.32,0.44,2.5,0.077,6.0,14.0,0.99444,3.15,0.85,10.8,6.0
4409,8.2,0.31,0.24,2.5,0.079,7.0,22.0,0.998,3.18,0.53,10.1,6.0
4410,7.0,0.52,0.31,2.2,0.077,6.0,20.0,0.99848,3.39,0.89,9.8,5.0
4411,9.8,0.4,0.56,2.1,0.08,27.0,52.0,0.9988,3.17,0.65,9.1,5.0
4412,7.1,0.39,0.24,2.5,0.063,10.0,34.0,0.9967,3.38,0.82,10.8,6.0
4413,7.2,0.52,0.13,1.4,0.076,10.0,86.0,0.9983,3.27,0.54,9.9,6.0
4414,8.2,0.44,0.33,1.9,0.0579999999999999,19.0,38.0,0.99668,3.11,0.65,9.4,6.0
4415,6.3,0.58,0.03,1.9,0.068,7.0,31.0,0.9956,3.6,0.46,11.4,6.0
4416,9.8,0.28,0.31,2.8,0.066,23.0,119.0,0.99576,3.26,0.59,9.3,5.0
4417,7.0,0.63,0.0,1.7,0.078,6.0,16.0,0.9972,3.52,0.52,9.4,5.0
4418,6.7,0.715,0.02,1.7,0.079,15.0,38.0,0.9962,3.45,0.53,11.8,6.0
4419,8.8,0.4,0.39,2.0,0.068,6.0,16.0,0.9972,3.32,0.73,11.4,7.0
4420,7.0,0.25,0.5,1.8,0.075,17.0,40.0,0.9994,3.15,0.6,10.4,6.0
4421,8.8,0.49,0.49,2.6,0.07,15.0,25.0,0.99608,3.15,0.74,12.5,7.0
4422,7.0,0.53,0.1,2.8,0.078,6.0,24.0,0.9974,3.36,0.65,9.6,4.0
4423,8.0,0.36,0.27,1.7,0.064,10.0,18.0,0.9972,3.27,0.64,9.5,5.0
4424,7.1,0.46,0.0,2.6,0.092,8.0,35.0,0.9986,3.36,0.79,9.0,6.0
4425,7.3,0.49,0.0,1.4,0.071,26.0,44.0,0.9994,3.27,0.6,10.0,7.0
4426,6.8,0.5,0.04,2.6,0.075,27.0,43.0,0.998,3.35,0.62,9.6,5.0
4427,7.5,0.39,0.3,1.6,0.069,3.0,10.0,0.9964,3.28,0.9,11.4,4.0
4428,10.4,0.51,0.28,2.1,0.095,21.0,53.0,0.99745,3.15,0.68,10.8,8.0
4429,11.9,0.58,0.23,2.0,0.094,6.0,23.0,0.9996,3.37,0.56,10.1,7.0
4430,9.1,0.29,0.73,1.9,0.076,5.0,13.0,0.9982,3.5,0.54,9.4,6.0
4431,12.0,0.41,0.58,2.1,0.066,12.0,47.0,0.9976,3.14,0.59,10.6,6.0
4432,7.5,0.645,0.26,2.1,0.0819999999999999,14.0,33.0,0.9948,3.08,0.6,10.1,6.0
4433,6.9,0.39,0.24,1.6,0.075,34.0,55.0,0.99627,3.51,0.69,9.3,4.0
4434,8.7,0.62,0.12,2.0,0.074,6.0,18.0,0.99538,3.08,0.52,9.9,5.0
4435,10.4,0.43,0.49,2.0,0.084,8.0,21.0,0.9972,3.27,0.57,11.8,7.0
4436,11.1,0.43,0.43,3.1,0.095,4.0,7.0,0.9976,3.2,0.6,11.2,8.0
4437,8.7,0.725,0.25,2.4,0.076,15.0,31.0,0.99467,3.19,0.62,10.0333333333333,6.0
4438,6.2,0.67,0.0,2.1,0.072,18.0,38.0,0.9961,3.43,0.59,11.5,4.0
4439,7.1,0.67,0.0,2.1,0.078,17.0,86.0,0.9958,3.44,0.62,9.5,5.0
4440,7.0,0.38,0.34,2.1,0.074,12.0,28.0,0.9972,3.24,0.55,9.0,5.0
4441,10.6,0.31,0.53,2.2,0.075,6.0,9.0,0.9988,3.02,0.82,11.2,6.0
4442,6.8,0.56,0.03,2.2,0.071,15.0,37.0,0.998,3.38,0.5,11.4,6.0
4443,7.1,0.47,0.26,2.6,0.079,16.0,46.0,0.9958,3.28,0.77,9.9,5.0
4444,6.9,0.41,0.3,1.8,0.093,12.0,34.0,0.9982,3.58,0.83,9.4,6.0
4445,6.1,0.67,0.02,2.0,0.092,18.0,35.0,0.99668,3.35,0.55,10.5,5.0
4446,6.2,0.62,0.02,1.8,0.059,7.0,26.0,0.9986,3.54,0.56,9.9,5.0
4447,8.3,0.28,0.51,2.0,0.077,6.0,13.0,0.99685,3.2,0.68,9.5,6.0
4448,7.8,0.31,0.59,2.0,0.061,21.0,66.0,0.9994,3.42,0.58,9.5,6.0
4449,6.3,0.52,0.03,2.1,0.084,22.0,53.0,0.9976,3.41,0.59,12.1,7.0
4450,7.8,0.33,0.25,2.2,0.07,18.0,34.0,0.9962,3.39,0.63,10.2,7.0
